PPM,INTENSITY
18.1278,8592
18.0060,8843
17.8843,9105
17.7626,9378
17.6408,9664
17.5191,9963
17.3973,10276
17.2756,10603
17.1538,10946
17.0321,11306
16.9104,11683
16.7886,12079
16.6669,12495
16.5451,12932
16.4234,13392
16.3016,13876
16.1799,14385
16.0582,14922
15.9364,15488
15.8147,16085
15.6929,16716
15.5712,17383
15.4495,18087
15.3277,18833
15.2060,19622
15.0842,20458
14.9625,21344
14.8407,22283
14.7190,23279
14.5973,24336
14.4755,25459
14.3538,26650
14.2320,27914
14.1103,29257
13.9885,30682
13.8668,32195
13.7451,33799
13.6233,35498
13.5016,37298
13.3798,39202
13.2581,41211
13.1363,43330
13.0146,45558
12.8929,47896
12.7711,50343
12.6494,52894
12.5276,55545
12.4059,58287
12.2841,61111
12.1624,64004
12.0407,66950
11.9189,69930
11.7972,72922
11.6754,75902
11.5537,78843
11.4319,81716
11.3102,84489
11.1885,87131
11.0667,89607
10.9450,91886
10.8232,93935
10.7015,95726
10.5798,97232
10.4580,98428
10.3363,99296
10.2145,99823
10.0928,100000
9.9710,99823
9.8493,99295
9.7276,98426
9.6058,97229
9.4841,95723
9.3623,93932
9.2406,91881
9.1188,89602
8.9971,87125
8.8754,84483
8.7536,81709
8.6319,78836
8.5101,75894
8.3884,72913
8.2666,69920
8.1449,66940
8.0232,63994
7.9014,61100
7.7797,58275
7.6579,55532
7.5362,52881
7.4144,50329
7.2927,47882
7.1710,45543
7.0492,43314
6.9275,41195
6.8057,39185
6.6840,37281
6.5622,35480
6.4405,33780
6.3188,32175
6.1970,30662
6.0753,29236
5.9535,27893
5.8318,26628
5.7101,25436
5.5883,24313
5.4666,23255
5.3448,22258
5.2231,21318
5.1013,20432
4.9796,19595
4.8579,18806
4.7361,18059
4.6144,17354
4.4926,16687
4.3709,16055
4.2491,15457
4.1274,14890
4.0057,14353
3.8839,13843
3.7622,13358
3.6404,12898
3.5187,12460
3.3969,12043
3.2752,11647
3.1535,11269
3.0317,10908
2.9100,10565
2.7882,10236
2.6665,9923
2.5447,9623
2.4230,9337
2.3013,9063
2.1795,8800
2.0578,8549
1.9360,8308
1.8143,8077
1.6925,7855
1.5708,7642
1.4491,7438
1.3273,7241
1.2056,7052
1.0838,6870
0.9621,6696
0.8404,6527
0.7186,6365
0.5969,6209
0.4751,6058
0.3534,5913
0.2316,5773
0.1099,5638
-0.0118,5507
-0.1336,5381
-0.2553,5259
-0.3771,5141
-0.4988,5027
-0.6206,4917
-0.7423,4810
-0.8640,4707
-0.9858,4606
-1.1075,4509
-1.2293,4415
-1.3510,4324
-1.4728,4236
-1.5945,4150
-1.7162,4067
-1.8380,3986
-1.9597,3908
-2.0815,3832
-2.2032,3758
-2.3250,3686
-2.4467,3616
-2.5684,3548
-2.6902,3481
-2.8119,3417
-2.9337,3354
-3.0554,3294
-3.1772,3234
-3.2989,3177
-3.4206,3120
-3.5424,3066
-3.6641,3012
-3.7859,2961
-3.9076,2910
-4.0294,2861
-4.1511,2813
-4.2728,2766
-4.3946,2721
-4.5163,2677
-4.6381,2634
-4.7598,2591
-4.8815,2550
-5.0033,2511
-5.1250,2472
-5.2468,2433
-5.3685,2396
-5.4903,2360
-5.6120,2325
-5.7337,2290
-5.8555,2256
-5.9772,2223
-6.0990,2191
-6.2207,2159
-6.3425,2128
-6.4642,2098
-6.5859,2069
-6.7077,2040
-6.8294,2011
-6.9512,1983
-7.0729,1956
-7.1947,1929
-7.3164,1903
-7.4381,1878
-7.5599,1852
-7.6816,1828
-7.8034,1804
-7.9251,1780
-8.0469,1757
-8.1686,1734
-8.2903,1712
-8.4121,1690
-8.5338,1668
-8.6556,1647
-8.7773,1626
-8.8991,1606
-9.0208,1586
-9.1425,1567
-9.2643,1547
-9.3860,1528
-9.5078,1510
-9.6295,1492
-9.7512,1474
-9.8730,1456
-9.9947,1439
-10.1165,1422
-10.2382,1406
-10.3600,1389
-10.4817,1373
-10.6034,1357
-10.7252,1342
-10.8469,1327
-10.9687,1312
-11.0904,1297
-11.2122,1282
-11.3339,1268
-11.4556,1254
-11.5774,1240
-11.6991,1227
-11.8209,1214
-11.9426,1200
-12.0644,1188
-12.1861,1175
-12.3078,1162
-12.4296,1150
-12.5513,1138
-12.6731,1126
-12.7948,1114
-12.9166,1103
-13.0383,1092
-13.1600,1080
-13.2818,1069
-13.4035,1059
-13.5253,1048
-13.6470,1037
-13.7688,1027
-13.8905,1017
-14.0122,1007
-14.1340,997
-14.2557,987
-14.3775,977
-14.4992,968
-14.6209,959
-14.7427,950
-14.8644,940
-14.9862,932
-15.1079,923
-15.2297,914
-15.3514,905
-15.4731,897
-15.5949,889
-15.7166,881
-15.8384,872
-15.9601,864
-16.0819,857
-16.2036,849
-16.3253,841
-16.4471,834
-16.5688,826
-16.6906,819
-16.8123,812
-16.9341,804
-17.0558,797
-17.1775,790
-17.2993,784
-17.4210,777
-17.5428,770
-17.6645,763
-17.7863,757
-17.9080,750
-18.0297,744
-18.1515,738
-18.2732,732
-18.3950,726
-18.5167,719
-18.6385,714
-18.7602,708
-18.8819,702
-19.0037,696
-19.1254,690
-19.2472,685
-19.3689,679
-19.4906,674
-19.6124,668
-19.7341,663
-19.8559,658
-19.9776,653
-20.0994,647
-20.2211,642
-20.3428,637
-20.4646,632
-20.5863,627
-20.7081,623
-20.8298,618
-20.9516,613
-21.0733,608
-21.1950,604
-21.3168,599
-21.4385,595
-21.5603,590
-21.6820,586
-21.8038,581
-21.9255,577
-22.0472,573
-22.1690,569
-22.2907,564
-22.4125,560
-22.5342,556
-22.6560,552
-22.7777,548
-22.8994,544
-23.0212,540
-23.1429,536
-23.2647,532
-23.3864,529
-23.5082,525
-23.6299,521
-23.7516,518
-23.8734,514
-23.9951,510
-24.1169,507
-24.2386,503
-24.3604,500
-24.4821,496
-24.6038,493
-24.7256,490
-24.8473,486
-24.9691,483
-25.0908,480
-25.2125,476
-25.3343,473
-25.4560,470
-25.5778,467
-25.6995,464
-25.8213,461
-25.9430,458
-26.0647,455
-26.1865,452
-26.3082,449
-26.4300,446
-26.5517,443
-26.6735,440
-26.7952,437
-26.9169,434
-27.0387,432
-27.1604,429
-27.2822,426
-27.4039,423
-27.5257,421
-27.6474,418
-27.7691,415
-27.8909,413
-28.0126,410
-28.1344,408
-28.2561,405
-28.3779,403
-28.4996,400
-28.6213,398
-28.7431,395
-28.8648,393
-28.9866,391
-29.1083,388
-29.2301,386
-29.3518,383
-29.4735,381
-29.5953,379
-29.7170,377
-29.8388,374
-29.9605,372
-30.0822,370
-30.2040,368
-30.3257,366
-30.4475,363
-30.5692,361
-30.6910,359
-30.8127,357
-30.9344,355
-31.0562,353
-31.1779,351
-31.2997,349
-31.4214,347
-31.5432,345
-31.6649,343
-31.7866,341
-31.9084,339
-32.0301,337
-32.1519,335
-32.2736,333
-32.3954,332
-32.5171,330
-32.6388,328
-32.7606,326
-32.8823,324
-33.0041,323
-33.1258,321
-33.2476,319
-33.3693,317
-33.4910,316
-33.6128,314
-33.7345,312
-33.8563,311
-33.9780,309
-34.0998,307
-34.2215,306
-34.3432,304
-34.4650,302
-34.5867,301
-34.7085,299
-34.8302,298
-34.9519,296
-35.0737,295
-35.1954,293
-35.3172,291
-35.4389,290
-35.5607,289
-35.6824,287
-35.8041,286
-35.9259,284
-36.0476,283
-36.1694,281
-36.2911,280
-36.4129,278
-36.5346,277
-36.6563,276
-36.7781,274
-36.8998,273
-37.0216,272
-37.1433,270
-37.2651,269
-37.3868,268
-37.5085,266
-37.6303,265
-37.7520,264
-37.8738,263
-37.9955,261
-38.1173,260
-38.2390,259
-38.3607,258
-38.4825,256
-38.6042,255
-38.7260,254
-38.8477,253
-38.9695,252
-39.0912,251
-39.2129,249
-39.3347,248
-39.4564,247
-39.5782,246
-39.6999,245
-39.8216,244
-39.9434,243
-40.0651,242
-40.1869,241
-40.3086,240
-40.4304,239
-40.5521,238
-40.6738,237
-40.7956,236
-40.9173,235
-41.0391,234
-41.1608,233
-41.2826,232
-41.4043,231
-41.5260,230
-41.6478,229
-41.7695,228
-41.8913,227
-42.0130,226
-42.1348,225
-42.2565,224
-42.3782,223
-42.5000,222
-42.6217,221
-42.7435,221
-42.8652,220
-42.9870,219
-43.1087,218
-43.2304,217
-43.3522,216
-43.4739,215
-43.5957,215
-43.7174,214
-43.8392,213
-43.9609,212
-44.0826,211
-44.2044,211
-44.3261,210
-44.4479,209
-44.5696,208
-44.6913,207
-44.8131,206
-44.9348,206
-45.0566,205
-45.1783,204
-45.3001,203
-45.4218,203
-45.5435,202
-45.6653,201
-45.7870,200
-45.9088,199
-46.0305,199
-46.1523,198
-46.2740,197
-46.3957,196
-46.5175,195
-46.6392,195
-46.7610,194
-46.8827,193
-47.0045,192
-47.1262,192
-47.2479,191
-47.3697,190
-47.4914,189
-47.6132,188
-47.7349,187
-47.8567,187
-47.9784,186
-48.1001,185
-48.2219,184
-48.3436,183
-48.4654,183
-48.5871,182
-48.7089,181
-48.8306,180
-48.9523,179
-49.0741,178
-49.1958,178
-49.3176,177
-49.4393,176
-49.5611,175
-49.6828,174
-49.8045,173
-49.9263,172
-50.0480,172
-50.1698,171
-50.2915,170
-50.4132,169
-50.5350,168
-50.6567,167
-50.7785,166
-50.9002,166
-51.0220,165
-51.1437,164
-51.2654,163
-51.3872,162
-51.5089,161
-51.6307,160
-51.7524,160
-51.8742,159
-51.9959,158
-52.1176,157
-52.2394,156
-52.3611,155
-52.4829,154
-52.6046,154
-52.7264,153
-52.8481,152
-52.9698,151
-53.0916,150
-53.2133,150
-53.3351,149
-53.4568,148
-53.5786,147
-53.7003,147
-53.8220,146
-53.9438,145
-54.0655,145
-54.1873,144
-54.3090,143
-54.4308,142
-54.5525,142
-54.6742,141
-54.7960,141
-54.9177,140
-55.0395,139
-55.1612,139
-55.2829,138
-55.4047,138
-55.5264,137
-55.6482,137
-55.7699,136
-55.8917,136
-56.0134,135
-56.1351,135
-56.2569,134
-56.3786,134
-56.5004,133
-56.6221,133
-56.7439,132
-56.8656,132
-56.9873,132
-57.1091,131
-57.2308,131
-57.3526,131
-57.4743,130
-57.5961,130
-57.7178,130
-57.8395,129
-57.9613,129
-58.0830,129
-58.2048,128
-58.3265,128
-58.4483,128
-58.5700,128
-58.6917,127
-58.8135,127
-58.9352,127
-59.0570,127
-59.1787,127
-59.3005,126
-59.4222,126
-59.5439,126
-59.6657,126
-59.7874,125
-59.9092,125
-60.0309,125
-60.1526,125
-60.2744,125
-60.3961,125
-60.5179,124
-60.6396,124
-60.7614,124
-60.8831,124
-61.0048,124
-61.1266,123
-61.2483,123
-61.3701,123
-61.4918,123
-61.6136,123
-61.7353,122
-61.8570,122
-61.9788,122
-62.1005,122
-62.2223,121
-62.3440,121
-62.4658,121
-62.5875,121
-62.7092,120
-62.8310,120
-62.9527,120
-63.0745,120
-63.1962,119
-63.3180,119
-63.4397,119
-63.5614,119
-63.6832,118
-63.8049,118
-63.9267,118
-64.0484,117
-64.1702,117
-64.2919,117
-64.4136,116
-64.5354,116
-64.6571,116
-64.7789,115
-64.9006,115
-65.0223,115
-65.1441,114
-65.2658,114
-65.3876,114
-65.5093,113
-65.6311,113
-65.7528,112
-65.8745,112
-65.9963,112
-66.1180,111
-66.2398,111
-66.3615,110
-66.4833,110
-66.6050,110
-66.7267,109
-66.8485,109
-66.9702,108
-67.0920,108
-67.2137,108
-67.3355,107
-67.4572,107
-67.5789,106
-67.7007,106
-67.8224,106
-67.9442,105
-68.0659,105
-68.1877,104
-68.3094,104
-68.4311,104
-68.5529,103
-68.6746,103
-68.7964,102
-68.9181,102
-69.0399,102
-69.1616,101
-69.2833,101
-69.4051,100
-69.5268,100
-69.6486,100
-69.7703,99
-69.8921,99
-70.0138,98
-70.1355,98
-70.2573,98
-70.3790,97
-70.5008,97
-70.6225,96
-70.7442,96
-70.8660,96
-70.9877,95
-71.1095,95
-71.2312,95
-71.3530,94
-71.4747,94
-71.5964,94
-71.7182,93
-71.8399,93
-71.9617,93
-72.0834,92
-72.2052,92
-72.3269,92
-72.4486,91
-72.5704,91
-72.6921,91
-72.8139,90
-72.9356,90
-73.0574,90
-73.1791,89
-73.3008,89
-73.4226,89
-73.5443,88
-73.6661,88
-73.7878,88
-73.9096,87
-74.0313,87
-74.1530,87
-74.2748,87
-74.3965,86
-74.5183,86
-74.6400,86
-74.7618,85
-74.8835,85
-75.0052,85
-75.1270,85
-75.2487,84
-75.3705,84
-75.4922,84
-75.6139,84
-75.7357,83
-75.8574,83
-75.9792,83
-76.1009,82
-76.2227,82
-76.3444,82
-76.4661,82
-76.5879,81
-76.7096,81
-76.8314,81
-76.9531,81
-77.0749,80
-77.1966,80
-77.3183,80
-77.4401,80
-77.5618,80
-77.6836,79
-77.8053,79
-77.9271,79
-78.0488,79
-78.1705,78
-78.2923,78
-78.4140,78
-78.5358,78
-78.6575,77
-78.7793,77
-78.9010,77
-79.0227,77
-79.1445,77
-79.2662,76
-79.3880,76
-79.5097,76
-79.6315,76
-79.7532,75
-79.8749,75
-79.9967,75
-80.1184,75
-80.2402,75
-80.3619,74
-80.4836,74
-80.6054,74
-80.7271,74
-80.8489,74
-80.9706,73
-81.0924,73
-81.2141,73
-81.3358,73
-81.4576,73
-81.5793,72
-81.7011,72
-81.8228,72
-81.9446,72
-82.0663,72
-82.1880,71
-82.3098,71
-82.4315,71
-82.5533,71
-82.6750,71
-82.7968,70
-82.9185,70
-83.0402,70
-83.1620,70
-83.2837,70
-83.4055,69
-83.5272,69
-83.6490,69
-83.7707,69
-83.8924,69
-84.0142,69
-84.1359,68
-84.2577,68
-84.3794,68
-84.5012,68
-84.6229,68
-84.7446,67
-84.8664,67
-84.9881,67
-85.1099,67
-85.2316,67
-85.3533,67
-85.4751,66
-85.5968,66
-85.7186,66
-85.8403,66
-85.9621,66
-86.0838,66
-86.2055,65
-86.3273,65
-86.4490,65
-86.5708,65
-86.6925,65
-86.8143,64
-86.9360,64
-87.0577,64
-87.1795,64
-87.3012,64
-87.4230,64
-87.5447,64
-87.6665,63
-87.7882,63
-87.9099,63
-88.0317,63
-88.1534,63
-88.2752,63
-88.3969,62
-88.5187,62
-88.6404,62
-88.7621,62
-88.8839,62
-89.0056,62
-89.1274,61
-89.2491,61
-89.3709,61
-89.4926,61
-89.6143,61
-89.7361,61
-89.8578,61
-89.9796,60
-90.1013,60
-90.2230,60
-90.3448,60
-90.4665,60
-90.5883,60
-90.7100,59
-90.8318,59
-90.9535,59
-91.0752,59
-91.1970,59
-91.3187,59
-91.4405,59
-91.5622,58
-91.6840,58
-91.8057,58
-91.9274,58
-92.0492,58
-92.1709,58
-92.2927,58
-92.4144,57
-92.5362,57
-92.6579,57
-92.7796,57
-92.9014,57
-93.0231,57
-93.1449,57
-93.2666,57
-93.3884,56
-93.5101,56
-93.6318,56
-93.7536,56
-93.8753,56
-93.9971,56
-94.1188,56
-94.2406,55
-94.3623,55
-94.4840,55
-94.6058,55
-94.7275,55
-94.8493,55
-94.9710,55
-95.0928,55
-95.2145,54
-95.3362,54
-95.4580,54
-95.5797,54
-95.7015,54
-95.8232,54
-95.9449,54
-96.0667,54
-96.1884,53
-96.3102,53
-96.4319,53
-96.5537,53
-96.6754,53
-96.7971,53
-96.9189,53
-97.0406,53
-97.1624,52
-97.2841,52
-97.4059,52
-97.5276,52
-97.6493,52
-97.7711,52
-97.8928,52
-98.0146,52
-98.1363,51
-98.2581,51
-98.3798,51
-98.5015,51
-98.6233,51
-98.7450,51
-98.8668,51
-98.9885,51
-99.1103,51
-99.2320,50
-99.3537,50
-99.4755,50
-99.5972,50
-99.7190,50
-99.8407,50
-99.9625,50
-100.0842,50
-100.2059,49
-100.3277,49
-100.4494,49
-100.5712,49
-100.6929,49
-100.8146,49
-100.9364,49
-101.0581,49
-101.1799,49
-101.3016,49
-101.4234,48
-101.5451,48
-101.6668,48
-101.7886,48
-101.9103,48
-102.0321,48
-102.1538,48
-102.2756,48
-102.3973,48
-102.5190,47
-102.6408,47
-102.7625,47
-102.8843,47
-103.0060,47
-103.1278,47
-103.2495,47
-103.3712,47
-103.4930,47
-103.6147,47
-103.7365,46
-103.8582,46
-103.9800,46
-104.1017,46
-104.2234,46
-104.3452,46
-104.4669,46
-104.5887,46
-104.7104,46
-104.8322,46
-104.9539,45
-105.0756,45
-105.1974,45
-105.3191,45
-105.4409,45
-105.5626,45
-105.6843,45
-105.8061,45
-105.9278,45
-106.0496,45
-106.1713,44
-106.2931,44
-106.4148,44
-106.5365,44
-106.6583,44
-106.7800,44
-106.9018,44
-107.0235,44
-107.1453,44
-107.2670,44
-107.3887,44
-107.5105,43
-107.6322,43
-107.7540,43
-107.8757,43
-107.9975,43
-108.1192,43
-108.2409,43
-108.3627,43
-108.4844,43
-108.6062,43
-108.7279,43
-108.8497,42
-108.9714,42
-109.0931,42
-109.2149,42
-109.3366,42
-109.4584,42
-109.5801,42
-109.7019,42
-109.8236,42
-109.9453,42
-110.0671,42
-110.1888,41
-110.3106,41
-110.4323,41
-110.5540,41
-110.6758,41
-110.7975,41
-110.9193,41
-111.0410,41
-111.1628,41
-111.2845,41
-111.4062,41
-111.5280,41
-111.6497,40
-111.7715,40
-111.8932,40
-112.0150,40
-112.1367,40
-112.2584,40
-112.3802,40
-112.5019,40
-112.6237,40
-112.7454,40
-112.8672,40
-112.9889,40
-113.1106,40
-113.2324,39
-113.3541,39
-113.4759,39
-113.5976,39
-113.7194,39
-113.8411,39
-113.9628,39
-114.0846,39
-114.2063,39
-114.3281,39
-114.4498,39
-114.5716,39
-114.6933,38
-114.8150,38
-114.9368,38
-115.0585,38
-115.1803,38
-115.3020,38
-115.4238,38
-115.5455,38
-115.6672,38
-115.7890,38
-115.9107,38
-116.0325,38
-116.1542,38
-116.2759,38
-116.3977,37
-116.5194,37
-116.6412,37
-116.7629,37
-116.8847,37
-117.0064,37
-117.1281,37
-117.2499,37
-117.3716,37
-117.4934,37
-117.6151,37
-117.7369,37
-117.8586,37
-117.9803,37
-118.1021,36
-118.2238,36
-118.3456,36
-118.4673,36
-118.5891,36
-118.7108,36
-118.8325,36
-118.9543,36
-119.0760,36
-119.1978,36
-119.3195,36
-119.4413,36
-119.5630,36
-119.6847,36
-119.8065,35
-119.9282,35
-120.0500,35
-120.1717,35
-120.2935,35
-120.4152,35
-120.5369,35
-120.6587,35
-120.7804,35
-120.9022,35
-121.0239,35
-121.1456,35
-121.2674,35
-121.3891,35
-121.5109,35
-121.6326,35
-121.7544,34
-121.8761,34
-121.9978,34
-122.1196,34
-122.2413,34
-122.3631,34
-122.4848,34
-122.6066,34
-122.7283,34
-122.8500,34
-122.9718,34
-123.0935,34
-123.2153,34
-123.3370,34
-123.4588,34
-123.5805,34
-123.7022,33
-123.8240,33
-123.9457,33
-124.0675,33
-124.1892,33
-124.3110,33
-124.4327,33
-124.5544,33
-124.6762,33
-124.7979,33
-124.9197,33
-125.0414,33
-125.1632,33
-125.2849,33
-125.4066,33
-125.5284,33
-125.6501,32
-125.7719,32
-125.8936,32
-126.0153,32
-126.1371,32
-126.2588,32
-126.3806,32
-126.5023,32
-126.6241,32
-126.7458,32
-126.8675,32
-126.9893,32
-127.1110,32
-127.2328,32
-127.3545,32
-127.4763,32
-127.5980,32
-127.7197,32
-127.8415,31
-127.9632,31
-128.0850,31
-128.2067,31
-128.3285,31
-128.4502,31
-128.5719,31
-128.6937,31
-128.8154,31
-128.9372,31
-129.0589,31
-129.1807,31
-129.3024,31
-129.4241,31
-129.5459,31
-129.6676,31
-129.7894,31
-129.9111,31
-130.0329,30
-130.1546,30
-130.2763,30
-130.3981,30
-130.5198,30
-130.6416,30
-130.7633,30
-130.8850,30
-131.0068,30
-131.1285,30
-131.2503,30
-131.3720,30
-131.4938,30
-131.6155,30
-131.7372,30
-131.8590,30
-131.9807,30
-132.1025,30
-132.2242,30
-132.3460,30
-132.4677,29
-132.5894,29
-132.7112,29
-132.8329,29
-132.9547,29
-133.0764,29
-133.1982,29
-133.3199,29
-133.4416,29
-133.5634,29
-133.6851,29
-133.8069,29
-133.9286,29
-134.0504,29
-134.1721,29
-134.2938,29
-134.4156,29
-134.5373,29
-134.6591,29
-134.7808,29
-134.9026,29
-135.0243,28
-135.1460,28
-135.2678,28
-135.3895,28
-135.5113,28
-135.6330,28
-135.7547,28
-135.8765,28
-135.9982,28
-136.1200,28
-136.2417,28
-136.3635,28
-136.4852,28
-136.6069,28
-136.7287,28
-136.8504,28
-136.9722,28
-137.0939,28
-137.2157,28
-137.3374,28
-137.4591,28
-137.5809,27
-137.7026,27
-137.8244,27
-137.9461,27
-138.0679,27
-138.1896,27
-138.3113,27
-138.4331,27
-138.5548,27
-138.6766,27
-138.7983,27
-138.9201,27
-139.0418,27
-139.1635,27
-139.2853,27
-139.4070,27
-139.5288,27
-139.6505,27
-139.7723,27
-139.8940,27
-140.0157,27
-140.1375,27
-140.2592,27
-140.3810,27
-140.5027,26
-140.6245,26
-140.7462,26
-140.8679,26
-140.9897,26
-141.1114,26
-141.2332,26
-141.3549,26
-141.4766,26
-141.5984,26
-141.7201,26
-141.8419,26
-141.9636,26
-142.0854,26
-142.2071,26
-142.3288,26
-142.4506,26
-142.5723,26
-142.6941,26
-142.8158,26
-142.9376,26
-143.0593,26
-143.1810,26
-143.3028,26
-143.4245,26
-143.5463,25
-143.6680,25
-143.7898,25
-143.9115,25
-144.0332,25
-144.1550,25
-144.2767,25
-144.3985,25
-144.5202,25
-144.6420,25
-144.7637,25
-144.8854,25
-145.0072,25
-145.1289,25
-145.2507,25
-145.3724,25
-145.4942,25
-145.6159,25
-145.7376,25
-145.8594,25
-145.9811,25
-146.1029,25
-146.2246,25
-146.3463,25
-146.4681,25
-146.5898,25
-146.7116,25
-146.8333,24
-146.9551,24
-147.0768,24
-147.1985,24
-147.3203,24
-147.4420,24
-147.5638,24
-147.6855,24
-147.8073,24
-147.9290,24
-148.0507,24
-148.1725,24
-148.2942,24
-148.4160,24
-148.5377,24
-148.6595,24
-148.7812,24
-148.9029,24
-149.0247,24
-149.1464,24
-149.2682,24
-149.3899,24
-149.5117,24
-149.6334,24
-149.7551,24
-149.8769,24
-149.9986,24
-150.1204,24
-150.2421,24
-150.3639,23
-150.4856,23
-150.6073,23
-150.7291,23
-150.8508,23
-150.9726,23
-151.0943,23
-151.2160,23
-151.3378,23
-151.4595,23
-151.5813,23
-151.7030,23
-151.8248,23
-151.9465,23
-152.0682,23
-152.1900,23
-152.3117,23
-152.4335,23
-152.5552,23
-152.6770,23
-152.7987,23
-152.9204,23
-153.0422,23
-153.1639,23
-153.2857,23
-153.4074,23
-153.5292,23
-153.6509,23
-153.7726,23
-153.8944,23
-154.0161,23
-154.1379,22
-154.2596,22
-154.3814,22
-154.5031,22
-154.6248,22
-154.7466,22
-154.8683,22
-154.9901,22
-155.1118,22
-155.2336,22
-155.3553,22
-155.4770,22
-155.5988,22
-155.7205,22
-155.8423,22
-155.9640,22
-156.0857,22
-156.2075,22
-156.3292,22
-156.4510,22
-156.5727,22
-156.6945,22
-156.8162,22
-156.9379,22
-157.0597,22
-157.1814,22
-157.3032,22
-157.4249,22
-157.5467,22
-157.6684,22
-157.7901,22
-157.9119,22
-158.0336,22
-158.1554,22
-158.2771,21
-158.3989,21
-158.5206,21
-158.6423,21
-158.7641,21
-158.8858,21
-159.0076,21
-159.1293,21
-159.2511,21
-159.3728,21
-159.4945,21
-159.6163,21
-159.7380,21
-159.8598,21
-159.9815,21
-160.1033,21
-160.2250,21
-160.3467,21
-160.4685,21
-160.5902,21
-160.7120,21
-160.8337,21
-160.9555,21
-161.0772,21
-161.1989,21
-161.3207,21
-161.4424,21
-161.5642,21
-161.6859,21
-161.8076,21
-161.9294,21
-162.0511,21
-162.1729,21
-162.2946,21
-162.4164,21
-162.5381,21
-162.6598,21
-162.7816,21
-162.9033,21
-163.0251,20
-163.1468,20
-163.2686,20
-163.3903,20
-163.5120,20
-163.6338,20
-163.7555,20
-163.8773,20
-163.9990,20
-164.1208,20
-164.2425,20
-164.3642,20
-164.4860,20
-164.6077,20
-164.7295,20
-164.8512,20
-164.9730,20
-165.0947,20
-165.2164,20
-165.3382,20
-165.4599,20
-165.5817,20
-165.7034,20
-165.8252,20
-165.9469,20
-166.0686,20
-166.1904,20
-166.3121,20
-166.4339,20
-166.5556,20
-166.6773,20
-166.7991,20
-166.9208,20
-167.0426,20
-167.1643,20
-167.2861,20
-167.4078,20
-167.5295,20
-167.6513,20
-167.7730,20
-167.8948,20
-168.0165,20
-168.1383,19
-168.2600,19
-168.3817,19
-168.5035,19
-168.6252,19
-168.7470,19
-168.8687,19
-168.9905,19
-169.1122,19
-169.2339,19
-169.3557,19
-169.4774,19
-169.5992,19
-169.7209,19
-169.8427,19
-169.9644,19
-170.0861,19
-170.2079,19
-170.3296,19
-170.4514,19
-170.5731,19
-170.6949,19
-170.8166,19
-170.9383,19
-171.0601,19
-171.1818,19
-171.3036,19
-171.4253,19
-171.5470,19
-171.6688,19
-171.7905,19
-171.9123,19
-172.0340,19
-172.1558,19
-172.2775,19
-172.3992,19
-172.5210,19
-172.6427,19
-172.7645,19
-172.8862,19
-173.0080,19
-173.1297,19
-173.2514,19
-173.3732,19
-173.4949,19
-173.6167,19
-173.7384,19
-173.8602,19
-173.9819,19
-174.1036,18
-174.2254,18
-174.3471,18
-174.4689,18
-174.5906,18
-174.7124,18
-174.8341,18
-174.9558,18
-175.0776,18
-175.1993,18
-175.3211,18
-175.4428,18
-175.5646,18
-175.6863,18
-175.8080,18
-175.9298,18
-176.0515,18
-176.1733,18
-176.2950,18
-176.4167,18
-176.5385,18
-176.6602,18
-176.7820,18
-176.9037,18
-177.0255,18
-177.1472,18
-177.2689,18
-177.3907,18
-177.5124,18
-177.6342,18
-177.7559,18
-177.8777,18
-177.9994,18
-178.1211,18
-178.2429,18
-178.3646,18
-178.4864,18
-178.6081,18
-178.7299,18
-178.8516,18
-178.9733,18
-179.0951,18
-179.2168,18
-179.3386,18
-179.4603,18
-179.5821,18
-179.7038,18
-179.8255,18
-179.9473,18
-180.0690,18
-180.1908,18
-180.3125,18
-180.4343,18
-180.5560,18
-180.6777,18
-180.7995,18
-180.9212,18
-181.0430,18
-181.1647,17
-181.2864,17
-181.4082,17
-181.5299,17
-181.6517,17
-181.7734,17
-181.8952,17
-182.0169,17
-182.1386,17
-182.2604,17
-182.3821,17
-182.5039,17
-182.6256,17
-182.7474,17
-182.8691,17
-182.9908,17
-183.1126,17
-183.2343,17
-183.3561,17
-183.4778,17
-183.5996,17
-183.7213,17
-183.8430,17
-183.9648,17
-184.0865,17
-184.2083,17
-184.3300,17
-184.4518,17
-184.5735,17
-184.6952,17
-184.8170,17
-184.9387,17
-185.0605,17
-185.1822,17
-185.3040,17
-185.4257,17
-185.5474,17
-185.6692,17
-185.7909,17
-185.9127,17
-186.0344,17
-186.1562,17
-186.2779,17
-186.3996,17
-186.5214,17
-186.6431,17
-186.7649,17
-186.8866,17
-187.0083,17
-187.1301,17
-187.2518,17
-187.3736,17
-187.4953,17
-187.6171,17
-187.7388,17
-187.8605,17
-187.9823,17
-188.1040,17
-188.2258,17
-188.3475,17
-188.4693,17
-188.5910,17
-188.7127,17
-188.8345,17
-188.9562,17
-189.0780,17
-189.1997,17
-189.3215,17
-189.4432,17
-189.5649,17
-189.6867,17
-189.8084,16
-189.9302,16
-190.0519,16
-190.1737,16
-190.2954,16
-190.4171,16
-190.5389,16
-190.6606,16
-190.7824,16
-190.9041,16
-191.0259,16
-191.1476,16
-191.2693,16
-191.3911,16
-191.5128,16
-191.6346,16
-191.7563,16
-191.8780,16
-191.9998,16
-192.1215,16
-192.2433,16
-192.3650,16
-192.4868,16
-192.6085,16
-192.7302,16
-192.8520,16
